trace_id,loss,accuracy,auc_2
9,0.5471481084823608,0.7573710083961487,0.8204512000083923
10,0.5483639240264893,0.7573710083961487,0.8079645037651062
11,0.5474380254745483,0.7573710083961487,0.8081479668617249
12,0.5503868460655212,0.7573710083961487,0.8087001442909241
13,0.5508235692977905,0.7573710083961487,0.8262115120887756
14,0.5483579635620117,0.7573710083961487,0.8213182687759399
15,0.5485360622406006,0.7573710083961487,0.8008332252502441
16,0.5510441064834595,0.7573710083961487,0.8247793912887573
17,0.57426917552948,0.7573710083961487,0.8240505456924438
18,0.5611681938171387,0.7573710083961487,0.8044072985649109
19,0.5498257279396057,0.7573710083961487,0.7966817617416382
20,0.5511104464530945,0.7573710083961487,0.7714555263519287
21,0.5574824213981628,0.7573710083961487,0.8066318035125732
22,0.5565710663795471,0.7573710083961487,0.8217111825942993
1,0.5752883553504944,0.7573710083961487,0.7628654837608337
9,0.5517493486404419,0.7573710083961487,0.8393952250480652
10,0.5246601104736328,0.7573710083961487,0.8412213325500488
11,0.5487954616546631,0.7573710083961487,0.8404430150985718
12,0.5179242491722107,0.7573710083961487,0.8398504257202148
13,0.5247930288314819,0.7573710083961487,0.8446164131164551
14,0.5253391265869141,0.7573710083961487,0.8418605327606201
15,0.531992495059967,0.7573710083961487,0.8452114462852478
16,0.5222713947296143,0.7573710083961487,0.8458666801452637
17,0.5196948051452637,0.7573710083961487,0.8419362902641296
18,0.5180531144142151,0.7573710083961487,0.8410425782203674
19,0.5228806138038635,0.7573710083961487,0.846529483795166
20,0.530430018901825,0.7573710083961487,0.8430293798446655
21,0.5253306031227112,0.7573710083961487,0.8459571599960327
22,0.5176371335983276,0.7573710083961487,0.8391659259796143
1,0.5221652388572693,0.7573710083961487,0.8414501547813416
9,0.42504844069480896,0.7573710083961487,0.8458395004272461
10,0.4212895333766937,0.7573710083961487,0.8394172191619873
11,0.4212794899940491,0.7573710083961487,0.8492583632469177
12,0.4156400263309479,0.7573710083961487,0.8489794731140137
13,0.41460174322128296,0.7573710083961487,0.8505558967590332
14,0.44596633315086365,0.7573710083961487,0.8238217830657959
15,0.4146394729614258,0.7573710083961487,0.8519150018692017
16,0.4144028425216675,0.7573710083961487,0.8514459133148193
17,0.41541019082069397,0.7573710083961487,0.8509607315063477
18,0.4154064655303955,0.7573710083961487,0.8501063585281372
19,0.4309922456741333,0.7573710083961487,0.8392590880393982
20,0.47685083746910095,0.7573710083961487,0.8041859865188599
21,0.4288977384567261,0.7573710083961487,0.81476891040802
22,0.4499875009059906,0.7573710083961487,0.8493478298187256
1,0.4175582826137543,0.7573710083961487,0.8487643599510193
9,0.4028940498828888,0.8052825331687927,0.8557533621788025
10,0.410276859998703,0.8007780313491821,0.8456300497055054
11,0.4504811465740204,0.7573710083961487,0.8570283651351929
12,0.41656777262687683,0.767403781414032,0.826859712600708
13,0.46573787927627563,0.7583947777748108,0.8573949337005615
14,0.40399786829948425,0.8056920766830444,0.8568239212036133
15,0.4136984646320343,0.7807125449180603,0.839850664138794
16,0.41386187076568604,0.8067157864570618,0.8510584831237793
17,0.4019037187099457,0.8077395558357239,0.8568977117538452
18,0.4087984263896942,0.8011875748634338,0.8465934991836548
19,0.4088563323020935,0.8040540814399719,0.8475027084350586
20,0.41354823112487793,0.772113025188446,0.8329721689224243
21,0.4209255278110504,0.7573710083961487,0.8191440105438232
22,0.4119390547275543,0.7796887755393982,0.8350928425788879
1,0.4062686264514923,0.8034397959709167,0.8503215312957764
9,0.396137535572052,0.8165438175201416,0.8601169586181641
10,0.456038236618042,0.7608517408370972,0.8596576452255249
11,0.4181143045425415,0.7747747898101807,0.8409382104873657
12,0.398494154214859,0.8085585832595825,0.8594745397567749
13,0.413711279630661,0.7803030014038086,0.8617017269134521
14,0.39955803751945496,0.8056920766830444,0.8612915277481079
15,0.4045264422893524,0.7882882952690125,0.862842857837677
16,0.4359811246395111,0.7395577430725098,0.8158695101737976
17,0.4093133211135864,0.7850123047828674,0.8619710206985474
18,0.4173164367675781,0.7622849941253662,0.8299641609191895
19,0.4165167808532715,0.7719082832336426,0.861986517906189
20,0.39701005816459656,0.810606062412262,0.8598603010177612
21,0.39781779050827026,0.8144963383674622,0.8594058752059937
22,0.4232524633407593,0.746724009513855,0.8199847936630249
1,0.39775922894477844,0.8134725689888,0.859075129032135
9,0.43621692061424255,0.7461097240447998,0.8213730454444885
10,0.4293529689311981,0.7635135054588318,0.8633167743682861
11,0.4022916257381439,0.810196578502655,0.855864405632019
12,0.4208683967590332,0.7444717288017273,0.8185981512069702
13,0.39282792806625366,0.8136773109436035,0.8619298934936523
14,0.42590072751045227,0.7643325328826904,0.8643543720245361
15,0.3960542678833008,0.8194103240966797,0.8629766702651978
16,0.3958962559700012,0.8126535415649414,0.8629390001296997
17,0.43155694007873535,0.7686322927474976,0.8657366633415222
18,0.3931255638599396,0.8151105642318726,0.8615127801895142
19,0.42839667201042175,0.7671990394592285,0.8659467697143555
20,0.3929811418056488,0.8175675868988037,0.862739086151123
21,0.39357903599739075,0.8163390755653381,0.8617227673530579
22,0.40543603897094727,0.7809172868728638,0.8515862822532654
1,0.3926638066768646,0.8206388354301453,0.8622080087661743
9,0.4308565557003021,0.7731367945671082,0.8675218224525452
10,0.3909488320350647,0.8126535415649414,0.8652181625366211
11,0.4381459057331085,0.7665847539901733,0.8668718338012695
12,0.45281583070755005,0.7387387156486511,0.8174408674240112
13,0.3982571065425873,0.7977067828178406,0.8555067777633667
14,0.4070325791835785,0.7911548018455505,0.8558398485183716
15,0.40313053131103516,0.7839885354042053,0.8570574522018433
16,0.40822017192840576,0.770679771900177,0.8527975082397461
17,0.38942644000053406,0.8163390755653381,0.8650834560394287
18,0.41665118932724,0.7829647660255432,0.8670541644096375
19,0.46094489097595215,0.7368959784507751,0.8174363374710083
20,0.4117840826511383,0.7827600240707397,0.8676259517669678
21,0.43413618206977844,0.7645372748374939,0.8682750463485718
22,0.40005990862846375,0.7837837934494019,0.8548067808151245
1,0.38937246799468994,0.8149058222770691,0.8647075891494751
9,0.3858613967895508,0.8194103240966797,0.8670506477355957
10,0.40985238552093506,0.772113025188446,0.8559226393699646
11,0.3859931528568268,0.818591296672821,0.8664116859436035
12,0.3882811367511749,0.8190008401870728,0.8659876585006714
13,0.39072108268737793,0.8122440576553345,0.8677610158920288
14,0.3847803473472595,0.8226863145828247,0.8658024072647095
15,0.6106681227684021,0.7577804923057556,0.8670521974563599
16,0.397095263004303,0.8155200481414795,0.8665958642959595
17,0.38417279720306396,0.8224815726280212,0.8665531277656555
18,0.3877459466457367,0.8149058222770691,0.867610514163971
19,0.4102534353733063,0.7901310324668884,0.8702318668365479
20,0.3939135670661926,0.8136773109436035,0.8677009344100952
21,0.3922133445739746,0.8093775510787964,0.8703672885894775
22,0.4206726551055908,0.7940213084220886,0.8588013648986816
1,0.3846706449985504,0.8190008401870728,0.8664612770080566
9,0.38760629296302795,0.810606062412262,0.8707712292671204
10,0.38717377185821533,0.8130630850791931,0.8669428825378418
11,0.38266217708587646,0.8190008401870728,0.8683692216873169
12,0.3883647620677948,0.8147010803222656,0.8671292066574097
13,0.419583261013031,0.767403781414032,0.8588496446609497
14,0.38578280806541443,0.8147010803222656,0.8670328259468079
15,0.413769006729126,0.7776412963867188,0.8590303659439087
16,0.3929392695426941,0.8165438175201416,0.8678431510925293
17,0.3809754252433777,0.8192055821418762,0.8681771755218506
