trace_id,loss,accuracy,auc_2
9,0.5493751168251038,0.7573710083961487,0.7972280979156494
10,0.5446791052818298,0.7573710083961487,0.8204751014709473
11,0.5498639941215515,0.7573710083961487,0.8161947131156921
12,0.553328812122345,0.7573710083961487,0.5
13,0.5452795624732971,0.7573710083961487,0.8266571164131165
14,0.5512094497680664,0.7573710083961487,0.8116238713264465
15,0.5489873290061951,0.7573710083961487,0.820293664932251
16,0.5469030737876892,0.7573710083961487,0.8177517652511597
17,0.549138069152832,0.7573710083961487,0.8288522362709045
18,0.548265278339386,0.7573710083961487,0.8119434714317322
19,0.549060046672821,0.7573710083961487,0.7975207567214966
20,0.5507240295410156,0.7573710083961487,0.8035544753074646
21,0.5560633540153503,0.7573710083961487,0.8255186080932617
22,0.5471230745315552,0.7573710083961487,0.8064810633659363
1,0.5749561786651611,0.7573710083961487,0.7726925611495972
9,0.523171067237854,0.7573710083961487,0.8472881317138672
10,0.523803174495697,0.7573710083961487,0.8406416177749634
11,0.5254763960838318,0.7573710083961487,0.8423116207122803
12,0.5392085909843445,0.7573710083961487,0.8411083221435547
13,0.5248529314994812,0.7573710083961487,0.8448566794395447
14,0.5231895446777344,0.7573710083961487,0.8448091149330139
15,0.5316691398620605,0.7573710083961487,0.8467952013015747
16,0.5262765884399414,0.7573710083961487,0.8472458124160767
17,0.5282827019691467,0.7573710083961487,0.846410870552063
18,0.5152459144592285,0.7573710083961487,0.8431585431098938
19,0.5715625882148743,0.7573710083961487,0.8443010449409485
20,0.5282943248748779,0.7573710083961487,0.8451607823371887
21,0.5298092365264893,0.7573710083961487,0.8471487760543823
22,0.5172634720802307,0.7573710083961487,0.8423290252685547
1,0.5210669040679932,0.7573710083961487,0.8452246785163879
9,0.4240025281906128,0.7573710083961487,0.8536815643310547
10,0.41323164105415344,0.7819410562515259,0.8515633344650269
11,0.4602760970592499,0.7573710083961487,0.8045973777770996
12,0.4121829569339752,0.7573710083961487,0.8494911789894104
13,0.4116596579551697,0.7573710083961487,0.8501554727554321
14,0.4693068563938141,0.7573710083961487,0.8050290942192078
15,0.41349929571151733,0.7573710083961487,0.8548760414123535
16,0.4288439452648163,0.7573710083961487,0.8269482254981995
17,0.4104650020599365,0.7573710083961487,0.8522353172302246
18,0.4148695468902588,0.7573710083961487,0.8513463139533997
19,0.4112379252910614,0.7573710083961487,0.8521348834037781
20,0.4279993176460266,0.7579852342605591,0.8535413146018982
21,0.41256383061408997,0.7573710083961487,0.8510112762451172
22,0.43691879510879517,0.7387387156486511,0.8109983205795288
1,0.41394057869911194,0.7573710083961487,0.850422203540802
9,0.40415728092193604,0.7573710083961487,0.8558077812194824
10,0.4111233353614807,0.8030303120613098,0.847831130027771
11,0.4042363166809082,0.7958640456199646,0.858924150466919
