trace_id,loss,accuracy
5,0.5262251496315002,0.7573710083961487
6,0.5042083859443665,0.7573710083961487
7,0.5272096991539001,0.7573710083961487
8,0.5265638828277588,0.7573710083961487
9,0.50611412525177,0.7573710083961487
10,0.5450136065483093,0.7573710083961487
1,0.5569984912872314,0.7573710083961487
5,0.4142775237560272,0.7827600240707397
6,0.6229135990142822,0.7573710083961487
7,0.41724714636802673,0.7590090036392212
8,0.4046155512332916,0.7960687875747681
9,0.39851880073547363,0.812039315700531
10,0.3986973762512207,0.8124487996101379
1,0.4147253930568695,0.7819410562515259
5,0.39331820607185364,0.8095822930335999
6,0.3887839615345001,0.8175675868988037
7,0.4059874415397644,0.7854217886924744
8,0.42549046874046326,0.7823505401611328
9,0.42141807079315186,0.7604422569274902
10,0.39384129643440247,0.8069205284118652
1,0.38774949312210083,0.8194103240966797
5,0.38247352838516235,0.8198198080062866
6,0.37868836522102356,0.8192055821418762
7,0.3788127899169922,0.8226863145828247
8,0.4406861662864685,0.7776412963867188
9,0.3790197968482971,0.8181818127632141
10,0.38058748841285706,0.8190008401870728
1,0.37916967272758484,0.8190008401870728
5,0.3780294358730316,0.8198198080062866
6,0.3978781998157501,0.8116298317909241
7,0.4392160475254059,0.7508190274238586
8,0.42912349104881287,0.767403781414032
9,0.37786874175071716,0.8163390755653381
10,0.37475496530532837,0.8230957984924316
1,0.37817147374153137,0.8167485594749451
5,0.3706812858581543,0.8243243098258972
6,0.37063342332839966,0.8241195678710938
7,0.38566601276397705,0.8200245499610901
8,0.400978684425354,0.8151105642318726
9,0.3901553452014923,0.8114250898361206
10,0.41645365953445435,0.7929975390434265
1,0.3733973503112793,0.818591296672821
5,0.3684285879135132,0.8273955583572388
6,0.37792813777923584,0.8214578032493591
7,0.37086719274520874,0.8194103240966797
8,0.3668510913848877,0.8226863145828247
9,0.4198830723762512,0.8026208281517029
10,0.3794350326061249,0.8214578032493591
1,0.3674740195274353,0.8226863145828247
5,0.4821288585662842,0.7741605043411255
6,0.3873438239097595,0.8173628449440002
7,0.3924574851989746,0.8161343336105347
8,0.3854493796825409,0.8161343336105347
9,0.527629017829895,0.7168304920196533
10,0.40645748376846313,0.7995495200157166
1,0.36569544672966003,0.8224815726280212
5,0.37319302558898926,0.8181818127632141
6,0.3827366232872009,0.8218673467636108
7,0.36647504568099976,0.8204340934753418
8,0.4240807592868805,0.7778460383415222
9,0.37126243114471436,0.8243243098258972
10,0.37474939227104187,0.8230957984924316
1,0.3775368630886078,0.8208435773849487
5,0.3817715644836426,0.8208435773849487
6,0.3932660222053528,0.8011875748634338
7,0.36263594031333923,0.8226863145828247
8,0.3638364374637604,0.8276003003120422
9,0.3692161738872528,0.8230957984924316
10,0.3859838843345642,0.8224815726280212
1,0.36456283926963806,0.8265765905380249
5,0.37676265835762024,0.8224815726280212
6,0.36928150057792664,0.8300573229789734
7,0.3839574158191681,0.8089680671691895
8,0.3644225597381592,0.8278051018714905
9,0.41651326417922974,0.7905405163764954
10,0.36304771900177,0.829443097114563
1,0.36252936720848083,0.8286240696907043
5,0.35998502373695374,0.8278051018714905
6,0.36180442571640015,0.829443097114563
7,0.3774600625038147,0.8220720887184143
8,0.3904041647911072,0.8202292919158936
9,0.36736804246902466,0.8257575631141663
10,0.36021268367767334,0.8237100839614868
1,0.3597640097141266,0.8245290517807007
5,0.37020277976989746,0.8255528211593628
6,0.36704856157302856,0.8304668068885803
7,0.4044281542301178,0.8042588233947754
8,0.36627817153930664,0.8292383551597595
9,0.38015979528427124,0.8192055821418762
10,0.3588078022003174,0.8247338533401489
1,0.37040698528289795,0.8261670470237732
5,0.36211860179901123,0.829443097114563
6,0.3735581934452057,0.8276003003120422
7,0.3578816056251526,0.8259623050689697
8,0.35845547914505005,0.8292383551597595
9,0.3687845468521118,0.8263718485832214
10,0.35626423358917236,0.8257575631141663
1,0.3613819479942322,0.8304668068885803
5,0.37443092465400696,0.8235053420066833
6,0.35774263739585876,0.8290335536003113
7,0.3893055319786072,0.8034397959709167
8,0.36007562279701233,0.8292383551597595
9,0.38099128007888794,0.8222768306732178
10,0.3620828688144684,0.8290335536003113
1,0.35592949390411377,0.8271908164024353
