trace_id,loss,accuracy
5,0.5512932538986206,0.7573710083961487
6,0.5513023734092712,0.7573710083961487
7,0.5528416037559509,0.7573710083961487
8,0.5510428547859192,0.7573710083961487
9,0.5521813631057739,0.7573710083961487
10,0.5531777143478394,0.7573710083961487
1,0.5569103956222534,0.7573710083961487
5,0.5455348491668701,0.7573710083961487
6,0.5479364991188049,0.7573710083961487
7,0.5452075004577637,0.7573710083961487
8,0.5492629408836365,0.7573710083961487
9,0.5453498363494873,0.7573710083961487
10,0.5450942516326904,0.7573710083961487
1,0.5453625321388245,0.7573710083961487
5,0.5287206768989563,0.7573710083961487
6,0.5267394781112671,0.7573710083961487
7,0.5264512896537781,0.7573710083961487
8,0.529789924621582,0.7573710083961487
